keyword,keyword_en,frequency,category
肝細胞相低信号結節,Low Signal Hepatocyte Nodule,9,3
網状のモザイクパターン,Reticular Mosaic Pattern,9,7
早期造影増強結節,Early Enhanced Nodule,9,3
増強結節,Enhanced Nodule,9,3
のう胞,Cyst,9,0
壊死状,Necrosis,9,7
異物,Foreign Body,9,7
小濃染結節,Small Enhanced Nodule,9,3
造影遅延域,Delayed Enhancement Area,9,7
軽度肝腫大,Mild Liver Enlargement,9,4
壁在結節様の像,Wall Nodule-like Image,9,3
被包化液体,Encapsulated Fluid,8,7
濃度不整,Uneven Density,8,7
ウォッシュアウトする領域,Washout Area,8,3
嚢胞成分,Cystic Component,8,0
巨大肝腫瘤,Giant Liver Tumor,8,3
早期濃染SOL,Early Enhanced SOL,8,3
胆管拡張域,Bile Duct Dilation Area,8,2
壁不整,Irregular Wall,8,7
早期染,Early Staining,8,7
胆道通過障害,Biliary Passage Obstruction,8,7
実質萎縮,Parenchymal Atrophy,8,4
門脈内血栓,Portal Vein Thrombosis,8,7
結節状の低吸収域,Nodular Low Absorption Area,8,3
病変増加,Lesion Increase,8,7
塞栓物質,Embolic Material,8,7
高吸収病変,High Absorption Lesion,8,7
後期washout,Late Washout,8,3
病変腫瘍,Lesion Tumor,8,3
内瘻化,Internal Fistula,8,7
門脈狭窄,Portal Vein Stenosis,8,7
門脈内air,Portal Vein Air,8,6
リング状増強結節,Ring-shaped Enhanced Nodule,8,3
リピオドール欠損部,Lipiodol Defect,8,7
液体濃度,Fluid Density,8,7
V-P_shunt,V-P Shunt,8,7
肝被膜外へ進展,Extension Beyond Liver Capsule,8,7
早期濃染~洗い出し,Early Enhanced to Washout,8,3
脂肪肝高度,Severe Fatty Liver,8,1
染まる病変,Stained Lesion,8,7
早期濃染する小領域,Early Enhanced Small Area,8,7
圧排によって内側へ偏位,Medial Displacement by Compression,8,7
胆管拡張像,Bile Duct Dilation Image,8,2
低吸収値結節,Low Absorption Value Nodule,8,3
リング状増強病変,Ring-shaped Enhanced Lesion,8,3
吸収値が低下,Decreased Absorption Value,8,1
貯留液,Retained Fluid,8,7
small_cysts,Small Cysts,8,0
小石灰化像,Small Calcified Image,8,5
dull_edge,Dull Edge,8,4
高吸収化,High Absorption,8,7
乏血性のLDA,Hypovascular LDA,8,3
不染域,Non-staining Area,8,7
wash_outする,Washout,8,3
Lipiodolの貯留,Lipiodol Retention,8,7
肝静脈内腫瘍栓,Portal Vein Tumor Thrombus,8,7
ENBD_tube,ENBD Tube,8,7
低造影腫瘤,Low Contrast Tumor,8,3
小低吸収結節,Small Low Absorption Nodule,8,3
脂肪結節,Fat Nodule,8,3
肝低吸収結節,Liver Low Absorption Nodule,8,3
小結節状構造,Small Nodular Structure,8,3
wash-out,Washout,8,3
濃度は上昇,Increased Density,7,7
肝低濃度結節,Liver Low Density Nodule,7,3
低吸収域結節,Low Absorption Area Nodule,7,3
嚢胞状病変,Cystic Lesion,7,0
stent,Stent,7,7
high-high_lesion,High-high Lesion,7,7
八つ頭様腫瘤,Yatsugashira-like Tumor,7,3
微小病変,Micro Lesion,7,7
まだらに低下,Patchy Decrease,7,1
肝門脈内ガス,Portal Vein Gas,7,6
小さな肝細胞相低信号結節,Small Low Signal Hepatocyte Nodule,7,3
肝萎縮高度,Severe Liver Atrophy,7,4
複雑嚢胞,Complicated Cyst,7,0
造影効果の不均一性,Uneven Contrast Effect,7,7
腫瘍栓充満,Tumor Thrombus Filling,7,7
拡張増悪,Stenosis Exacerbation,7,7
造影効果の乏しい病変,Poorly Enhanced Lesion,7,7
線状の早期濃染域,Linear Early Enhanced Area,7,7
血流の増加,Increased Blood Flow,7,7
リング状染まり,Ring-shaped Staining,7,3
焼灼変化,Ablation Change,7,7
低濃度域~液体貯留腔,Low Density Area to Fluid Retention Cavity,7,7
引き続き拡張,Continued Expansion,7,2
washoutする領域,Washout Area,7,3
後期相低濃度結節,Late Phase Low Density Nodule,7,3
早期濃染域のムラ,Patchy Early Enhanced Area,7,7
嚢胞拡大,Cystic Enlargement,7,0
結節状の染まり抜け,Nodular Enhancement Loss,7,3
異常軟部組織の増生,Abnormal Soft Tissue Proliferation,7,7
乏血性の腫瘍,Hypovascular Tumor,7,3
静脈内腫瘍栓,Intravenous Tumor Thrombus,7,7
被包化貯留腔,Encapsulated Retention Cavity,7,7
造影効果乏しい病変,Poorly Enhanced Lesion,7,7
低濃度+増強不良,Low Density + Poor Enhancement,7,7
索状の増強効果,Striated Enhanced Effect,7,7
肝縁鈍化変形,Blunted Liver Edge Deformation,7,4
グラフト肝は低濃度,Graft Liver Low Density,7,7
増強効果のムラ,Uneven Enhancement Effect,7,7
高濃度結節,High Density Nodule,7,3
造影効果のある領域,Enhanced Area,7,7
索状不染域,Striated Poorly Enhanced Area,7,7
肝内胆管拡張ないし嚢胞,Intrahepatic Bile Duct Dilation or Cyst,7,2
washout像,Washout Image,7,3
グラフト肝の胆管拡張,Graft Liver Bile Duct Dilation,7,2
効果不良な部分,Poorly Enhanced Part,7,7
結節状の早期の染まり,Nodular Early Staining,7,3
vascular_lake様の構造,Vascular Lake-like Structure,7,3
数珠状拡張,Beaded Dilation,7,2
肝実質類若干低濃度,Slightly Low Parenchymal Density,7,1
異常濃染,Abnormal Enhancement,7,7
小血栓,Small Thrombus,7,7
くぼみ,Depression,7,7
高信号結節,High Signal Nodule,7,3
lipiodol沈着部,Lipiodol Deposition Area,7,7
早期濃染・洗い出し,Early Enhanced and Washout,7,3
楔状域,Wedge-shaped Area,7,7
血管外漏出像,Extravasation Image,7,7
環境凹凸不整,Irregular Surface,7,4
腫瘍増大,Tumor Growth,7,3
あわい低吸収,Faint Low Absorption,7,1
AVshunt,AV Shunt,7,7
引き続き肝萎縮,Continued Liver Atrophy,7,4
拡張±腫瘍栓,Dilation ± Tumor Thrombus,7,7
右側肝円索,Right Liver Round Ligament,7,7
CT値上昇,Increased CT Value,7,7
低吸収な領域,Low Absorption Area,7,7
まだらな染まり,Patchy Staining,7,7
血腫貯留,Hematoma Retention,7,7
楔状早期濃染域,Wedge-shaped early enhanced area,7,7
EOB取り込み不良結節,EOB uptake deficient nodule,7,3
低エコー域,Low echo area,7,7
梗塞領域,Infarct area,7,7
小結節状増強効果,Small nodular enhancement effect,7,3
spared_lesion,Spared lesion,7,7
海綿状肝血管腫,Cavernous liver hemangioma,7,3
グラフト肝,Graft liver,7,7
乏血性な領域,Hypovascular area,7,7
液体充満,Fluid-filled,7,7
ホモグラフト,Homograft,7,7
血腫瘤,Hematoma mass,7,3
地図状の低濃度,Map-like low density,7,7
高濃度嚢胞,High-density cyst,7,0
嚢胞様,Cystic,7,0
圧排性変化,Compression change,7,7
後瘢痕,Post-scar,7,7
門脈ガス,Portal vein gas,7,6
Lipiodol,Lipiodol,7,7
高吸収像,High absorption image,7,7
motion_artifact,Motion artifact,7,7
うっ血域,Congested area,7,7
Lipiodol残存,Residual lipiodol,7,7
軟部濃度陰影,Soft tissue density shadow,7,7
表面凹凸不整,Irregular surface,7,4
浮腫性肥厚,Edematous thickening,7,7
増強不良,Poor enhancement,7,7
動脈性肝実質増強効果,Arterial liver parenchymal enhancement effect,7,7
点状濃染,Punctate enhancement,7,3
脂肪性腫瘤,Fatty tumor,7,3
脂肪沈着）,Fat deposition,7,1
腫瘤内部,Inside tumor,7,3
prolonged_enhancement,Prolonged enhancement,7,7
肝内濃度は低下,Decreased intrahepatic density,7,1
胆管内気腫,Biliary pneumatosis,6,6
後期の洗い出し,Late washout,6,3
多血化,Hypervascularization,6,7
造影遅延,Enhanced delay,6,7
肝腫,Liver tumor,6,4
肝細胞相低信号部,Low signal hepatocyte area,6,7
早期濃染部位,Early enhanced area,6,7
濃度は低下,Decreased density,6,7
口径の不整,Irregular diameter,6,7
焼灼瘢痕,Ablation scar,6,7
小早期濃染,Small early enhancement,6,7
動脈相にて低吸収,Low absorption in arterial phase,6,7
リピオドール沈着域,Lipiodol deposition area,6,7
小結節状領域,Small nodular area,6,3
血栓形成,Thrombus formation,6,7
液体貯留像減少,Decreased fluid retention image,6,0
門脈ガス像,Portal vein gas image,6,6
脈管腫瘍栓,Vascular tumor thrombus,6,7
病変部,Lesion area,6,7
嚢胞状の低吸収域,Cystic low absorption area,6,0
fill-in_enhancement,Fill-in enhancement,6,3
造影効果乏しく,Poorly enhanced,6,7
海綿状血管腫の像,Cavernous hemangioma image,6,3
隔壁構造,Septal structure,6,7
早期濃染まり,Early staining,6,7
肝細胞相低信号域,Low signal hepatocyte area,6,7
地図状脂肪肝,Map-like fatty liver,6,1
早期濃染み,Early staining,6,7
瘍壊死,Abscess necrosis,6,7
金属,Metal,6,7
吸収値の低下,Decreased absorption value,6,1
小早期濃染域,Small early enhancement area,6,7
腫瘍内仮性瘤,Pseudoaneurysm inside tumor,6,7
RFA痕,RFA scar,6,7
肝門部胆管肥厚,Hilar bile duct thickening,6,7
Lipidol集積,Lipiodol accumulation,6,7
ごく淡く低吸収域,Very faint low absorption area,6,1
肝門部液貯留,Hilar fluid retention,6,7
乏血性脂肪性結節,Hypovascular fatty nodule,6,3
濃度も不均一,Uneven density,6,7
ERBD_tube,ERBD tube,6,7
線状の低吸収域,Linear low absorption area,6,7
肝低吸収域,Low absorption area,6,7
早期濃染ムラ,Early staining unevenness,6,7
結節状陰影,Nodular shadow,6,3
早期濃染洗い出し,Early staining washout,6,3
肝管拡張,Bile duct dilation,6,2
金属濃度,Metal density,6,7
肝縁の鈍化,Blunted liver edge,6,4
目立つ領域,Prominent area,6,7
肝表面凹凸,Irregular liver surface,6,4
それぞれ胆管tube,Each bile duct tube,6,4
リング状早期造影効果,Ring-shaped early enhancement effect,6,3
早期濃染+洗い出し,Early staining + washout,6,3
腫大した,Enlarged,6,7
肝嚢胞腎嚢胞,"Liver cyst, kidney cyst",6,0
まだら状脂肪肝,Patchy fatty liver,6,1
造影効果は低下,Decreased enhancement effect,6,7
肝AML,Liver AML,6,3
high-low_patternの結節,High-low pattern nodule,6,3
肝内shunt,Intrahepatic shunt,6,7
vascular_nodules,Vascular nodules,6,3
高吸収域病変,High absorption area lesion,6,7
造影剤の血管外漏出,Contrast agent extravasation,6,7
早期相濃染結節,Early phase enhanced nodule,6,7
小さい肝嚢胞,Small liver cyst,6,0
広がる低濃度域,Spreading low-density area,6,7
Lipiodol貯留病変,Lipiodol retention lesion,6,7
空洞,Cavity,6,7
ドーム下病変,Subphrenic lesion,6,7
右肝内胆管拡張,Right intrahepatic bile duct dilation,5,2
focal_fat_spared_area,Focal fat spared area,5,1
微小低吸収結節,Micro low absorption nodule,5,3
造影効果も低下~遅延,Decreased ~ delayed enhancement effect,5,7
肝実質濃度低下,Decreased parenchymal density,5,1
実質低濃度化,Low parenchymal density,5,1
脂肪肝のspared_lesions,Fatty liver spared lesions,5,1
早期増強効果が不均一,Uneven early enhancement effect,5,7
high-iso_lesion,High-iso lesion,5,7
早期相にて濃染する結節,Early phase enhanced nodule,5,3
鬱血像,Congested image,5,7
肝縁変形,Deformed liver edge,5,4
肝内小結節状の領域,Intrahepatic small nodular area,5,3
viableな成分,Viable component,5,7
リピオドール貯留,Lipiodol retention,5,7
AP_shuntないし血管腫,AP shunt or hemangioma,5,3
脂肪性の結節,Fatty nodule,5,3
高吸収な縁取り,High absorption border,5,7
薄い壁肥厚,Thin wall thickening,5,7
異常信号,Abnormal signal,5,7
肝内血腫,Intrahepatic hematoma,5,7
低濃度な領域,Low-density area,5,7
軟部組織濃度域,Soft tissue density area,5,7
低吸収期,Low absorption period,5,1
胆管狭小化,Bile duct stenosis,5,7
動脈相において濃染,Enhanced in arterial phase,5,7
_shunt,Shunt,5,7
リピオドール沈着部,Lipiodol deposition area,5,7
左肝管狭窄,Left bile duct stenosis,5,7
結節状早期,Nodular early,5,3
早期膿染結節,Early staining nodule,5,3
病変内低吸収域,Low absorption area within the lesion,5,7
嚢胞腫瘤,Cystic tumor,5,0
胆管胆管気腫,Bile duct pneumatosis,5,6
石灰化像,Calcification image,5,5
地図状脂肪肝）,Map-like fatty liver,5,1
肝AP_shunt,Liver AP shunt,5,7
eHCC,E-HCC,5,3
まだらな吸収域,Patchy absorption area,5,1
小さな病変,Small lesion,5,7
胆管内ガス,Bile duct gas,5,6
小結節状,Small nodular,5,3
nodule_in_noduleの構造,Nodule-in-nodule structure,5,3
早期へ濃染域,Early enhanced area,5,7
高集積,High accumulation,5,7
後期washout病変,Late washout lesion,5,3
充実性病変,Solid lesion,5,3
hypovascular_lesion,Hypovascular lesion,5,7
実質濃度が低下,Decreased parenchymal density,5,1
wash_out状,Washout,5,3
染まり混み,Staining mixed,5,7
HDA,HDA,5,7
隔壁様構造,Septum-like structure,5,7
早期濃染部,Early enhanced area,5,7
脂肪肝増悪,Worsening fatty liver,5,1
瘢痕像,Scar image,5,7
軟部構造,Soft structure,5,7
被膜陥凹,Capsule depression,5,7
高吸収液貯留,High absorption fluid retention,5,7
早期濃染ん,Early enhanced,5,7
低吸収域腫瘤,Low absorption area tumor,5,3
グラフト肝の肝内胆管拡張,Graft liver intrahepatic bile duct dilation,5,2
萎縮ぎみ,Atrophic tendency,5,4
viableな腫瘍,Viable tumor,5,3
浮腫状変化,Edematous change,5,7
造影前低濃度,Low density before contrast,5,1
効果不均一,Uneven effect,5,7
嚢胞状の液体貯留腔,Cystic fluid retention cavity,5,7
血流の違い,Blood flow difference,5,7
肝内門脈内ガス,Intrahepatic portal vein gas,5,6
肝鉄沈着,Liver iron deposition,5,7
内部脈管構造の貫通,Penetration of internal vascular structure,5,7
表面不整,Irregular surface,5,4
金属クリップ,Metal clip,5,7
早期濃染数カ所,Several early enhancements,5,7
腫瘤状乏血域,Tumorous hypovascular area,5,3
腫瘤状の早期濃染,Tumorous early enhancement,5,3
造影効果は一部不均一,Partially uneven enhancement effect,5,7
低吸収）,Low absorption,5,7
capsule_like_enhancement,Capsule-like enhancement,5,3
肝実質増強不良,Poor liver parenchymal enhancement,5,7
造影効果がまだら,Patchy enhancement effect,5,7
periportal_color,Periportal collar,5,7
肝嚢胞膵,"Liver cyst, pancreas",5,0
肝形態変化,Liver morphology change,5,4
肝NET,Liver NET,5,3
造影効果も不均一に上昇,Uneven increased enhancement effect,5,7
ウォッシュアウト,Washout,5,3
小結節様構造,Small nodule-like structure,5,3
結節状濃染域,Nodular enhanced area,5,3
多結節,Multinodular,5,3
造影異常,Abnormal enhancement,5,7
脂肪肝・結腸憩室,"Fatty liver, colon diverticulum",5,1
内外瘻チューブ,Internal-external fistula tube,5,7
線状の高吸収域,Linear high absorption area,5,7
膿瘍不明瞭化,Abscess obscuration,5,7
肝実質低吸収域,Liver parenchymal low absorption area,5,1
内外瘻化,Internal-external fistula formation,5,7
軟部組織の増生,Soft tissue proliferation,5,7
病変肝,Lesion liver,5,7
pnuemobilia,Pneumobilia,5,6
濃染する帯状の領域,Enhanced band-like area,5,7
線状石灰化,Linear calcification,5,5
HGS_stent,HGS stent,5,7
小結節影,Small nodule shadow,5,3
washout継続,Continued washout,5,3
微小早期濃染域,Micro early enhanced area,5,7
リピドールの沈着,Lipiodol deposition,5,7
あらたな沈着,New deposition,5,7
肝内結節,Intrahepatic nodule,5,3
結節状の集積,Nodular accumulation,5,3
高吸収部分,High absorption part,5,7
造影後早期濃染,Post-contrast early enhancement,5,7
低信号結節,Low signal nodule,5,3
弱い染まり,Weak staining,5,7
嚢胞性小病変,Cystic small lesion,5,0
mass形成,Mass formation,5,3
濃染部位,Enhanced part,5,7
求肝性の側副血行路形成,Hepatopetal collateral circulation formation,5,7
cavernous_transformation）,Cavernous transformation,5,7
嚢胞ないし血管腫,Cyst or hemangioma,5,3
染まる領域,Enhanced area,5,7
門脈内gas,Portal vein gas,5,6
染まり抜けています,Enhancement loss,5,3
脂肪の吸収値,Fat absorption value,5,1
極めて凹凸,Extremely irregular,5,4
lipidol,Lipiodol,5,7
点状早期増強効果,Punctate early enhanced effect,5,7
像早期濃染域,Early enhanced area,5,7
胆汁貯留,Bile retention,4,7
拡張不良,Poor dilation,4,7
造影効果亢進,Enhanced contrast effect,4,7
造影亢進,Enhanced contrast,4,7
早期濃染変化,Early enhanced change,4,7
脂肪肝のfocal_spared_area,Fatty liver focal spared area,4,1
脂肪肝のarea,Fatty liver area,4,1
軟部英,Soft shadow,4,7
コントラストは低下,Decreased contrast,4,7
石灰,Lime,4,5
肝内periportal_color,Intrahepatic periportal collar,4,7
造影効果部分,Contrast part,4,7
むら染まり,Patchy staining,4,7
嚢胞様の病変,Cystic lesion,4,0
軟部腫瘍,Soft tissue tumor,4,3
脂肪沈着増強,Fat deposition enhancement,4,1
ring_enhance,Ring enhance,4,3
肝APシャント,Liver AP shunt,4,7
高濃度陰影,High-density shadow,4,7
胆管stent_tube,Bile duct stent tube,4,7
依然として閉塞,Still occluded,4,7
内部air,Internal air,4,6
造影効果の乏しい領域,Poorly enhanced area,4,7
厚い液体貯留,Thick fluid retention,4,7
肝内血流改変,Intrahepatic blood flow modification,4,7
嚢胞化,Cystification,4,0
造影剤のextravasation,Contrast agent extravasation,4,7
主肝嚢胞,Main liver cyst,4,0
造影不均一でした,Uneven contrast,4,7
造影効果強く,Strongly enhanced,4,7
嚢胞状の拡張,Cystic dilation,4,0
ムラぞまり,Uneven staining,4,7
腫瘤様所見,Tumor-like finding,4,3
嚢胞状~,Cystic,4,0
早期造影不均一,Early uneven contrast,4,7
嚢胞性結節,Cystic nodule,4,0
壁周囲淡染,Weakly stained wall surrounding,4,7
肝部分脂肪肝,Partial liver fatty liver,4,1
肝内低吸収結節影,Intrahepatic low absorption nodule shadow,4,3
washout）,Washout,4,3
低吸収量域,Low absorption amount area,4,7
Lipiodole集積,Lipiodol accumulation,4,7
pigtail_catheter,Pigtail catheter,4,7
早期濃染-wash_outする結節,Early enhanced washout nodule,4,3
濃染遷延域,Delayed enhanced area,4,7
血流改変巣,Blood flow modification focus,4,7
shunt様の早期濃染,Shunt-like early enhancement,4,7
楔型の領域,Wedge-shaped area,4,7
wash_outする結節性病変,Washout nodular lesion,4,3
途絶像,Interruption image,4,7
動脈相にて早期濃染,Early enhanced in arterial phase,4,7
移植肝内早期濃染病変,Early enhanced lesion in transplanted liver,4,7
遠肝性シャント,Distal liver shunt,4,7
periportal_collarの肥厚,Periportal collar thickening,4,7
嚢胞状腫瘤,Cystic tumor,4,3
低吸収の病変,Low absorption lesion,4,7
PTBD_tube,PTBD tube,4,7
嚢胞状の低濃度結節,Cystic low-density nodule,4,0
梢性索状影,Peripheral striated shadow,4,7
肝内結節影,Intrahepatic nodule shadow,4,3
小膿疱,Small pustule,4,0
不均一増強効果,Uneven enhancement effect,4,7
すこし被包化,Slightly encapsulated,4,7
腫瘍部,Tumor part,4,3
enhancing_lesion,Enhancing lesion,4,7
早期濃染する帯状の領域,Enhanced band-like area,4,7
肝実質早期濃染,Liver parenchyma early enhancement,4,7
腫瘤上縁,Tumor upper edge,4,3
濃度低下域,Decreased density area,4,7
造影剤貯留,Contrast agent retention,4,7
索状の染まり,Striated staining,4,7
lipiodol集積辺縁,Lipiodol deposition edge,4,7
cavenous_transformation,Cavernous transformation,4,7
厚い被膜,Thick capsule,4,7
濃度はやや不均一,Slightly uneven density,4,7
後期不明瞭化領域,Late blurred area,4,7
lipidol集積,Lipiodol deposition,4,7
増強効果の亢進,Enhanced effect increase,4,7
引き続き肝嚢胞,Continued liver cyst,4,0
異常拡張,Abnormal dilation,4,7
遠肝性側副路増生,Distal liver collateral route proliferation,4,7
粗大病変,Coarse lesion,4,7
早期濃染する病変,Early enhanced lesion,4,7
軽度胆管拡張像,Mild bile duct dilation image,4,2
淡く低吸収な領域,Faint low absorption area,4,7
炎症像,Inflammatory image,4,7
索状低吸収域,Striated low absorption area,4,7
小石灰,Small calcification,4,5
small_cyst,Small cyst,4,0
肝嚢胞脾,"Liver cyst, spleen",4,0
引き続き小さな嚢胞,Continued small cyst,4,0
高吸収継続,Continued high absorption,4,7
またがる低吸収結節,Overlapping low absorption nodule,4,3
vascular_lesion,Vascular lesion,4,7
lipiodolの集積,Lipiodol accumulation,4,7
造影効果が不均質化,Uneven contrast effect,4,7
不染領域,Non-staining area,4,7
造影低下領域,Decreased contrast area,4,7
濃染部,Enhanced part,4,7
拡張性変化,Expansive change,4,7
実質性変化,Parenchymal change,4,7
来たす腫瘍,Tumor-causing,4,3
異所性還流域,Ectopic reflux area,4,7
金属濃度像,Metal density image,4,7
ERBDチューブ,ERBD tube,4,7
washoutする,Washout,4,3
肝縁不整,Irregular liver edge,4,4
高吸収な領域,High absorption area,4,7
門脈拡張,Portal vein dilation,4,7
肝濃度不均一,Uneven liver density,4,7
肝円索描出,Liver round ligament visualization,4,7
求肝性側副血行路発達,Hepatopetal collateral circulation development,4,7
血流低下域,Blood flow decrease area,4,7
早期濃染濃染域,Early enhanced enhanced area,4,7
早期濃染-wash_out,Early enhanced washout,4,3
造影効果まだら,Patchy contrast effect,4,7
焼灼域内,Intra-ablation area,4,7
wash_out腫瘤,Washout tumor,4,3
嚢胞変性,Cystic degeneration,4,0
濃染するパターン,Enhanced pattern,4,7
造影CT早期相にて濃染,Early enhanced on contrast CT,4,7
造影効果明瞭化,Clear contrast effect,4,7
形態変化,Morphology change,4,4
脂肪肝不変,Unchanged fatty liver,4,1
異常軟部濃度,Abnormal soft tissue density,4,7
早期濃染（疑）,Early enhanced (suspicion),4,7
早期濃染不明瞭,Early enhanced unclear,4,7
吸収値高く,High absorption value,4,7
肝実質増強効果不均一,Uneven liver parenchyma enhancement,4,7
血管腫不変,Unchanged hemangioma,4,3
濃染域の広がり,Spreading enhanced area,4,7
脂肪非沈着域,Fat non-deposition area,4,1
FDG集積,FDG accumulation,4,7
淡く低吸収,Faint low absorption,4,7
Lp貯留,Lp retention,4,7
早期相にて濃染,Enhanced in early phase,4,7
遅延造影,Delayed contrast,4,7
動脈支配化,Arterial control,4,7
増強病変,Enhanced lesion,4,7
増強効果不均一,Uneven enhancement effect,4,7
Cluster_sign,Cluster sign,4,7
小結節状の早期濃染域,Small nodular early enhanced area,4,3
くさび状早期濃染,Wedge-shaped early enhancement,4,7
液体貯留嚢胞,Fluid retention cyst,4,0
高吸収の領域,High absorption area,4,7
早期濃染巣,Early enhanced focus,4,7
CT値低下,Decreased CT value,4,7
低濃度な病変,Low-density lesion,4,7
puenmobilia,Pneumobilia,4,6
RFA変化,Post-RFA changes,4,7
萎縮気味,Atrophic tendency,4,4
low-iso,Low-iso,4,7
PTCDtube,PTCD tube,4,7
早期灌流,Early perfusion,4,7
Cavernous_transformation,Cavernous transformation,4,7
のまだら濃染,Patchy enhancement,4,7
肝内石灰化病変,Intrahepatic calcified lesion,4,5
実質濃度は低く,Low parenchymal density,4,1
血管腫病変,Hemangioma lesion,4,3
肝内胆肝拡張,Intrahepatic bile duct dilation,4,2
high_pattern,High pattern,4,7
内部densityは低下,Decreased internal density,4,1
造影効果はやや不均一,Slightly uneven contrast effect,4,7
それぞれ胆管ステント,Respective bile duct stent,4,7
濃染する病変,Enhanced lesion,4,7
圧迫変形,Compression deformation,4,4
泣き別れ状拡張,Bead-like dilation,4,7
は不均一低吸収,Uneven low absorption,4,7
シャント（PV_shunt,Shunt (PV shunt),4,7
ring状,Ring-shaped,4,3
高蛋白成分,High protein component,3,7
出血成分,Hemorrhagic component,3,7
肝実質萎縮後,Post-parenchymal atrophy,3,4
後期相低吸収域,Late phase low absorption area,3,7
粗大石灰化,Coarse calcification,3,5
結節所見,Nodular finding,3,3
早期濃染部分,Early enhanced part,3,7
肝実質濃度は低下,Decreased liver parenchymal density,3,7
乏血性の病変,Hypovascular lesion,3,7
リピオド-ル沈着,Lipiodol deposition,3,7
造影ムラぞまり,Patchy enhancement,3,7
胆道気腫症,Biliary pneumatosis,3,6
造影不良腫瘤,Poorly enhanced tumor,3,3
hemangioma,Hemangioma,3,3
肝ドーム下病変,Subphrenic liver lesion,3,7
肝内小石灰化,Intrahepatic microcalcification,3,5
少し萎縮,Slightly atrophic,3,4
軟部病変,Soft tissue lesion,3,7
線状高吸収体,Linear high absorption body,3,7
脂肪肝所見,Fatty liver findings,3,1
結節状領域,Nodular area,3,3
低吸収~濃染,Low absorption to enhancement,3,7
染まる低濃度結節,Staining low-density nodule,3,3
小嚢胞状のSOL,Small cystic SOL,3,0
結節像,Nodule image,3,3
腫瘤様病変,Tumorous lesion,3,3
左肝内胆管拡張,Left intrahepatic bile duct dilation,3,2
結節状な早期濃染域,Nodular early enhanced area,3,3
pneumobila,Pneumobilia,3,6
結節状の構造,Nodular structure,3,3
造影増強効果のパターン,Enhanced contrast effect pattern,3,7
Pnuemobilia,Pneumobilia,3,6
被膜下液貯留,Subcapsular fluid retention,3,7
腫腫性壁肥厚,Tumorous wall thickening,3,3
被膜構造,Capsule structure,3,7
短絡路,Shunt route,3,7
washoutする結節,Washout nodule,3,3
突出状構造,Protruding structure,3,7
索状変化,Striated change,3,7
造影効果の弱い部分,Weakly enhanced part,3,7
遠肝性の側副路,Distal liver collateral route,3,7
隔壁形成,Septum formation,3,7
低吸収な腫瘍,Low absorption tumor,3,3
脂肪肝の悪化,Worsening fatty liver,3,1
リング状早期濃染,Ring-shaped early enhancement,3,3
壁肥厚病変,Wall thickening lesion,3,7
遠肝性の側副路増生,Distal liver collateral route proliferation,3,7
focal_fat_deposit,Focal fat deposit,3,1
求肝性側副路発達,Hepatopetal collateral route development,3,7
NBCAが貯留,NBCA retention,3,7
肝実質早期造影増強,Liver parenchyma early contrast enhancement,3,7
点状高吸収,Punctate high absorption,3,7
陥凹（scalloping,Scalloping,3,4
微小石灰化陰影,Microcalcification shadow,3,5
結節様陰影,Nodule-like shadow,3,3
濃染ムラ,Patchy enhancement,3,7
肝萎縮部分,Atrophic liver part,3,4
遅延期淡染領域,Delayed phase faint staining area,3,7
低吸収値域,Low absorption value area,3,7
肝内門脈破格,Intrahepatic portal vein variation,3,7
早期濃染効果,Early enhancement effect,3,7
管状構造,Tubular structure,3,7
造影不均一領域,Uneven contrast area,3,7
脈管拡張,Vascular expansion,3,7
肝periportal_collar,Periportal collar,3,7
肝嚢胞傍十二指腸乳頭憩室腎嚢胞,"Liver cyst, pancreas",3,0
門脈周囲浮腫,Periportal edema,3,7
Apshunt,Apshunt,3,7
肝ヘモジデローシス,Hemosiderosis,3,7
内部低吸収,Internal low absorption,3,7
脂肪含有結節,Fat-containing nodule,3,3
門脈血流の低下,Decreased portal blood flow,3,7
肝脾萎縮,Liver-spleen atrophy,3,4
濃度も不均一化,Density unevenness,3,7
fatty,Fatty,3,1
Lip-NBCAキャスト,Lip-NBCA cast,3,7
wedge状早期濃染域,Wedge-shaped early enhancement,3,7
腫瘤状高吸収構造,Tumorous high absorption structure,3,3
濃度が不均一,Density unevenness,3,7
乏血性の低吸収域,Hypovascular low absorption area,3,7
早期濃染のある領域,Early enhanced area,3,7
点状石灰化,Punctate calcification,3,5
うすい被膜,Thin capsule,3,7
cavernous_formation,Cavernous formation,3,7
腫瘤状造影不良域,Tumorous poorly enhanced area,3,3
pseudo_lipoma,Pseudolipoma,3,3
標的病変,Target lesion,3,7
血管腫orA-P_shunt,Hemangioma or A-P shunt,3,3
肝周囲索状影,Perihepatic striated shadow,3,7
小石灰化結節,Small calcified nodule,3,5
肝低濃度腫瘤,Low-density liver tumor,3,3
結節状の早期濃染域複数,Multiple early enhanced nodules,3,3
グリソン域の低濃度変化,Low-density change in Glisson area,3,7
肝実質早期造影,Early parenchymal enhancement,3,7
fill_in_pattern,Fill-in pattern,3,3
肝脾腫大,Hepatosplenomegaly,3,4
高濃度病変,High-density lesion,3,7
吸収値は不均一,Uneven absorption value,3,7
微細低吸収域,Microlow absorption area,3,7
吸収値は低下,Decreased absorption value,3,7
